-0.89796793,-0.6202799,-2.7299244,-0.61174655,3.1078231,1.1287951,4.7809653,-1.9999183
-1.7462013,0.6388501,-1.3297274,1.406484,1.4335775,-0.12539919,0.76133674,-0.06296122
-2.857337,0.6772114,-2.03329,1.0212953,0.9129909,-0.54839265,0.27183804,-1.2806607
-1.766461,0.8431336,-0.38111308,1.4823495,1.3289592,0.3786916,4.1692543,-1.4991007
0.09439467,0.2438886,-0.33493394,1.0915704,2.0332658,1.5777446,-0.5976629,-1.4191843
-4.005372,-0.00029586972,-2.9804003,1.9612881,0.1171638,-1.1038865,2.7146938,-2.5766912
-0.6908973,2.314343,-1.2290771,5.433447,0.7249486,2.4605248,-1.9052194,-2.488207
-0.7133697,1.5434437,-1.4558773,4.833475,-0.14757757,3.4917002,-0.5607485,-2.7565172
-3.95817,0.11316078,-3.1048083,2.0477195,0.15410547,-1.0401837,2.6168678,-2.446889
-0.08378934,-0.044669874,-0.262234,0.38651374,0.21257399,-0.067410864,0.06515086,-0.24423328
0.29602742,-0.8269533,-1.2201284,-0.2663645,2.494422,1.7420964,-0.6730361,-4.2815337
-1.6477782,0.48421854,-1.4869944,0.8507663,0.47402036,0.13211696,1.0789859,-0.690377
-0.098834276,-0.07115441,-0.3664674,0.3043756,0.32822472,0.0006176888,0.05902423,-0.2591976
-4.1908107,0.21624109,-3.0564003,1.7421147,0.2770434,-0.9451304,2.6804516,-2.531875
-1.5612545,1.102231,-0.43359312,4.833735,2.822363,0.30162647,5.870066,-0.18796131
-0.812444,1.5253221,-0.90236926,1.0411799,0.82034016,0.020527016,2.7683573,-2.27554
-0.8987811,0.9446228,-0.46676373,2.0344787,1.4986331,0.45538637,-0.00072135235,-0.18762141
-3.1761491,0.38156855,-2.3918192,0.6306487,1.3766739,-0.3768848,0.018931728,-1.4020566
1.980005,1.497061,-1.3881699,3.2206395,-0.66122794,-2.0262408,2.0157127,-3.9512472
-2.226232,0.6652963,-2.6590815,1.2157502,0.80556375,-0.5668306,-0.10525097,-0.66279
-0.15128917,-0.044885956,-0.43303794,0.34692034,0.35238603,0.02446104,0.05571105,-0.38674092
-3.9490318,0.097927265,-3.0057764,1.9463478,0.13782167,-1.1361288,2.7063372,-2.5923927
-1.0227386,-3.5726845,-3.4539895,2.9282866,-1.0946624,1.3905019,2.5679395,-3.2837362
-0.07710147,0.025917336,-0.26840043,0.34356695,0.232075,-0.023512473,0.089058705,-0.20057386
-0.5966568,0.069332406,-0.89861244,0.77650374,0.61227876,0.19830689,0.19658723,-0.8442449
-0.037685756,-0.043212313,-0.25767204,0.41050196,0.2350275,0.008368923,0.04126431,-0.19522078
-3.9358938,0.2957173,-3.0837762,2.041311,-0.0008383213,-1.0743135,2.368313,-2.3951318
-1.3302824,0.13984665,-0.46327308,0.17365775,1.4003619,1.149225,0.8956907,-2.6309447
-2.041272,0.932571,-0.7470362,1.4731717,1.55523,-0.19104874,-0.6043746,-1.0769507
-0.7222387,0.32758623,-1.1127806,-0.07460051,1.8445649,1.18582,0.48836634,-1.5404744
-3.9824646,0.05117831,-3.1280036,2.101258,0.080232285,-1.1452483,2.6134331,-2.5673437
-3.9694893,0.0076334635,-3.0981414,1.9361254,0.08012856,-1.1178837,2.6766224,-2.5960152
-1.2884837,0.40044874,-0.9799654,1.1386775,0.56528,-1.4826204,0.1468759,-0.9904348
-0.44823322,1.3872524,0.6025988,3.6309493,1.7956727,1.8450266,-0.75818205,-1.6810673
-3.7183983,1.6241744,-2.543362,2.4306462,-0.4169417,0.459444,-0.687822,-4.0326343
-0.107415326,0.0048163855,-0.35126346,0.36721674,0.36079574,0.031467233,0.02577192,-0.3372607
-1.543421,0.9174525,-1.2955978,1.2830541,1.794878,-0.20895988,-0.5128148,-0.4449302
-1.2368598,0.60439956,-1.2414385,0.78855115,1.5434798,-0.030652504,0.25477967,-0.7159113
-0.8995913,0.32267153,-1.5267596,0.7785424,1.1599389,0.07010063,1.9150815,-0.46462685
-0.03952741,0.05469197,-0.23777936,0.28767484,0.20900506,-0.030143198,0.05438983,-0.26755735
-0.4474592,-0.10262085,-0.12432565,1.0289733,0.7831782,-0.18673015,0.07090877,-1.3094856
-0.85888726,0.34027687,-1.1306527,-0.14557225,2.123581,1.052493,0.93589574,-1.1762085
0.2929302,1.851557,-2.141,1.9144899,0.6615454,-3.5279481,2.8304157,-2.96425
-0.07947884,0.05558164,-0.278701,0.3471633,0.23732378,-0.005227501,0.029817486,-0.23253375
-3.9470892,0.09230876,-3.0418303,1.9097861,0.12717405,-1.1884624,2.6483753,-2.5603874
-2.4486866,-0.16697738,-1.7904918,0.57225806,1.3800591,-0.19188523,0.18389161,-1.6624413
-0.07447785,0.04889607,-0.28777644,0.34199739,0.2604148,-0.0016985737,0.047105018,-0.21751298
-0.6817639,-1.5278139,-0.87973493,2.2353494,1.9423192,-0.26098952,-0.3755774,-0.5246279
-0.9948178,0.84107816,-1.5297325,0.46497405,0.4512989,0.18772015,1.7359011,-1.2287607
-1.2463639,-0.23652644,-2.3974483,-0.6915216,2.8563075,1.3057545,3.8348832,-1.4851176
-0.117215104,0.0053199246,-0.2890462,0.37078503,0.26456898,0.027324444,0.036891166,-0.22865197
-3.9763424,0.048615538,-2.9244018,1.9719712,0.16596647,-1.1209377,2.698134,-2.5656548
-0.28901377,0.54045224,-0.49823725,0.5201683,0.35491198,-0.214816,0.8794464,-1.5591263
-3.9897459,0.15161753,-3.0959105,1.8532245,0.102886975,-1.1047528,2.5665927,-2.442417
-0.12545016,-0.07412252,-0.3145618,0.3613026,0.3508725,-0.031597853,0.11601085,-0.32900962
-1.3731463,0.8766566,-3.8485017,2.0499082,1.1822047,-1.105487,0.8987213,0.82602996
-1.2462267,1.2055922,-1.4354371,0.58685654,0.38758698,-0.07672043,1.9645994,-1.603675
-0.120102234,0.80155116,-0.45541188,0.35052705,0.49312362,-0.17806503,1.1066961,-1.4206012
0.21755217,0.1490009,-0.0441237,0.7703112,2.1787841,0.66756165,-0.5146345,-0.8164933
-0.10850478,0.014026833,-0.3289865,0.36318177,0.31977412,-0.0691984,0.113704644,-0.35222465
-4.0198784,0.0903862,-3.0552974,2.0045743,0.052606706,-1.0880303,2.6395035,-2.5589216
-3.7836287,0.5359756,-2.6834579,1.3685592,0.25952953,-0.7478355,-0.917679,-3.439541
-0.6673099,0.78350437,-3.022967,0.26314002,0.8882447,0.98705524,-0.885163,-1.7812098
-0.29460946,0.14990094,-0.67931956,0.6600287,0.33997512,-0.04152667,0.1431582,-0.67038983
-0.112534285,0.02334601,-0.24659748,0.33099467,0.23424937,-0.029081188,0.12095529,-0.24046023
-3.5348053,1.774238,-2.6927102,2.5183313,-0.31854823,0.7848678,-0.7711306,-4.15604
-2.2728984,0.8422638,-1.5640223,1.0913817,0.77019185,-0.5614523,-1.0110805,-2.1802487
-3.9987988,-0.00056652713,-3.0486445,2.0020773,0.09300909,-1.173821,2.7117,-2.5729675
-3.6366103,1.9539812,-2.610677,2.4489272,-0.246461,0.59454256,-0.37402654,-3.4651859
-4.0001535,0.08215169,-3.0193262,2.002532,0.15993807,-1.1447843,2.7033112,-2.614072
-0.6943425,-1.4748619,-0.97723746,2.3344903,2.0088527,-0.33228678,-0.50887775,-0.46878487
-0.37996292,1.0282034,-1.453928,1.2874959,1.676873,0.90821683,0.517137,0.0034800807
-1.1494883,0.25075147,-0.8557066,0.007201007,1.2415853,0.6406345,0.7005376,-2.5052342
-2.8727155,0.16334565,-2.0339174,0.99705064,0.45247987,-0.55429864,0.5550983,-1.5151397
-1.7551832,-0.9280755,-0.9872513,-0.03490764,3.4882083,1.6816489,0.38798812,-2.7875524
-2.3161407,-0.06942057,-1.8400552,0.76107943,1.2302089,0.1763958,0.34077218,-1.195324
-1.0900176,1.2639076,-1.1716338,0.60010254,0.58748,-0.07774051,2.1582763,-1.7741495
-1.0278069,-3.5115373,-3.4488575,3.0090091,-1.0935354,1.3695261,2.5973227,-3.1697865
-1.3711451,0.5338822,-1.0887386,0.52319264,1.17117,0.3372962,0.3422768,-1.6095445
-1.5093971,1.08336,-0.4223725,4.89967,2.7626657,0.26672503,5.9204617,-0.18504584
-0.54968286,1.175396,-0.35656804,3.683814,0.98356336,1.6456102,-1.6108807,-2.1882255
