0.55304456,-1.4764562,-0.27986243,1.0736533,2.3609724,-0.36763877,0.7484048,-1.0759518,0.6749754,0.0078189755,1.5181906,-0.58941674,-1.6230899,-0.25946355,-0.7997055,0.12638438,0.5194386,-1.548607,0.40723312,-1.2889713,-0.15839557,0.6480293,0.17046925,-0.38500884,0.38846573,-0.46730176,0.1162257,-0.4219228,0.42451587,0.5225002,-0.44484663,0.0651275,0.29880238,1.396936,1.0478774,1.0007559,1.0275701,-1.2157382,-0.6486116,0.4092759,1.1782695,-0.8986371,-0.8389548,0.91606957,-1.3820509,0.49648786,0.73082846,0.059709612,-0.085952595,1.9590278,-1.6579065,-0.7060061,1.4378603,-0.9923963,0.17030767,-0.549333,-1.4806952,0.8238556,-0.23554449,0.029053122,0.3376817,0.04533254,1.0118539,-0.9970286
0.19211386,-0.28806287,-1.0805973,0.13843223,0.38983884,1.5927303,0.6789972,1.1168826,0.29603004,-0.048544317,0.17492309,-0.028182331,0.069359675,-0.9216187,-0.3924352,-0.055296242,-0.18115278,0.25813654,0.42667794,-0.22809526,-0.33131883,0.2653531,0.61316025,1.378134,-0.8685245,0.03512919,-1.0644566,0.25117275,-0.17221409,-0.46673378,0.9824887,-0.4883823,0.842371,0.043547064,-0.12454056,0.509672,-0.034122106,0.16546299,0.25074813,0.44648,0.6141979,0.65390736,0.37209743,0.21279655,0.04749223,-0.47743165,0.66193235,-0.23550256,0.6591782,0.40706578,-0.54834646,0.14775172,-0.35518703,-0.15159748,-0.27529567,-0.17888157,-0.0043177805,1.2939097,-0.09341988,0.78738827,0.57811296,-0.2728756,0.14201981,0.2814471
0.6944954,0.46316835,-1.5405774,0.55108756,1.2424202,0.5521631,-0.4551185,0.37884006,-0.20299497,0.14383611,0.24003202,0.049013585,0.1859816,-0.3128792,-0.84566295,-0.1724714,-0.5041022,-0.5121045,0.02731301,-1.0457714,-0.99862456,1.2167343,0.39809412,1.0229598,-2.3818498,0.4296629,0.3782582,0.72594434,0.36740726,-0.055866845,0.8975696,0.2077257,0.13893774,1.015411,0.49738055,-0.35005137,-0.6306627,0.19614913,0.17943448,0.9758961,-0.26678994,-0.45728704,0.86356866,0.21751326,-1.1469854,-0.3631577,0.9111225,-0.5649743,-0.6597317,0.4186648,-0.487836,-0.1763698,0.49419007,-1.1032913,0.007594806,-1.2437209,-2.0305743,0.8400468,0.8010447,-0.046663545,-0.2212771,0.124769926,-0.60497254,-0.75692856
-0.15212697,-1.7709633,-2.0749998,0.63047546,0.36251357,-0.10628614,1.2351196,-0.30196527,1.2331107,1.0026733,0.3063489,-2.854644,0.2533647,-1.0321658,-0.740769,0.15552261,1.0064826,-0.41248235,-0.6669921,0.013452673,0.77411413,0.13286461,-0.591399,0.2673317,0.42672002,0.6156774,0.3444925,-0.7994233,0.97233516,-0.6442966,0.7018409,0.106133625,0.77746964,0.16210184,-0.029482046,0.8160465,0.5799757,-0.016213894,-0.5230134,-0.023448111,-1.0143152,0.29311696,0.14095992,0.40482745,-0.5061393,-0.56716794,0.8226943,0.12302947,0.5290084,0.97013575,-0.15780443,-0.93359315,-0.40264472,-1.1988221,1.9216646,-0.5465712,-1.2011111,0.99988943,0.2707753,0.7066719,-0.913457,-1.5234511,0.34728724,0.31408688
-0.568202,-1.1014837,-0.88785034,0.74622434,0.6534552,0.28243774,0.51731044,-0.12691548,0.24042301,-0.52291137,-0.039236885,-0.35364372,0.40005046,-0.12896723,-0.21130043,-0.47918612,0.6050218,-0.62070626,0.0024437304,-0.049374238,-0.07905775,-0.06031762,0.43541917,0.12687105,-0.49374408,-0.34909683,-0.7269128,0.106558695,-0.25142106,-0.37005514,0.1326605,-0.0669335,0.377525,0.90720224,-0.18981396,0.67822474,-0.044603825,-0.6027829,-0.1222145,-0.1340384,0.5339791,0.03802427,0.29910085,0.5399758,-0.3729503,-0.40512526,0.1016308,0.6604051,-0.37507737,-0.35294506,-0.14903672,-1.0706098,-0.32443127,0.87060994,0.2824252,-0.4402102,-0.41937092,0.43958887,-0.30572948,0.38736677,0.4005925,-0.1602923,-0.15625504,-0.24203926
0.40711042,-0.59237796,-2.0971253,0.76873124,0.7256414,-0.097422235,0.5201962,-0.4706382,1.1892502,0.35789457,1.2819446,-0.08175111,0.28857335,0.066285536,-0.80580544,-0.91608715,0.46375877,-0.11005126,0.21717225,-0.44619697,-0.74007493,1.2068717,-0.15231349,1.0624894,-0.62466073,0.22688305,-0.80989367,0.17059505,0.8220519,-0.9737109,0.25319847,0.33288974,1.188613,0.27608052,0.7407882,0.19754955,1.1491867,-0.18245226,0.2242857,-0.0794847,1.2527299,-0.08831996,0.31649318,0.018496001,-0.073853746,0.33465317,0.039942365,0.90276575,0.36483088,1.2036436,-0.40860528,-0.7494595,0.31643817,-1.1359929,0.5169174,-1.2839833,-0.3307734,1.4997568,0.8839667,0.039050076,-0.57593197,-0.0942363,-0.32880077,-0.27032554
-0.22570029,-0.28271306,-1.3506402,1.8511955,1.1712416,0.5214094,0.44394433,0.33259192,0.30747908,-0.24465285,0.13226593,-1.4699767,0.04421384,-0.911446,-0.36104667,-0.71181154,-0.7701604,-1.7038331,-0.8792662,-0.75946414,-0.9952574,0.3801049,-0.9221674,0.08451283,-0.22488584,-1.3971807,-1.4347489,1.2534292,1.2649704,-0.31755635,0.4165543,0.4417348,0.7454506,0.69518256,1.9861438,-2.185193,-0.28696468,-0.3046457,-1.3003101,-0.31365496,1.1826746,0.5995501,0.27096003,0.72418404,-1.1180588,-0.7050329,0.51296204,0.5754091,-1.360117,-0.20894165,-0.15398932,-1.2715149,-0.109255925,-1.4204311,-0.08259985,-0.23678386,0.20664191,1.3551868,-0.42066413,0.054483224,0.981884,-0.10757849,0.06989335,-1.0559083
-1.2145913,-0.2811995,-0.23254743,-0.21325871,0.5630442,0.06414676,1.2094853,0.4154052,-0.8043761,-0.52456594,0.91843355,-2.144224,-0.41827005,0.21869789,-1.3148804,0.014772098,-0.12176181,-1.1468662,0.3805949,-0.26065436,-0.59639716,0.83254236,-0.082620315,0.8886232,0.6390442,-0.42040455,-1.5673459,0.8876169,1.7553146,-1.265841,1.0324107,1.7167184,0.8770409,1.0700918,2.203476,-0.7051054,-0.6540978,-1.0912706,0.27334133,-0.5344891,1.6303892,0.6773189,-0.14093864,1.0573347,-0.46484342,-0.9205866,-0.2977216,1.7835034,-0.5424898,0.8175202,0.23890941,-1.0825771,1.5758959,-0.69411755,0.58731496,0.32904634,0.063510895,0.5276671,0.57596296,-0.30592602,0.6561834,-1.0365851,0.47163206,-0.5021624
0.43057936,-0.66988766,-2.0448375,0.70396835,0.7123098,-0.09437235,0.5231707,-0.48688924,1.194894,0.3200454,1.2883551,-0.035045423,0.2962267,0.0666697,-0.78936344,-0.9506935,0.42903703,-0.09641392,0.18818426,-0.4372743,-0.7414955,1.1226708,-0.10002531,1.1472889,-0.58447605,0.22012053,-0.8474543,0.18017174,0.9266449,-0.9242767,0.3590734,0.36530733,1.2475847,0.3626507,0.65714943,0.11930686,1.0731195,-0.10826307,0.16813818,-0.06950227,1.249336,-0.07109378,0.27559033,0.018325238,-0.05131649,0.23869091,0.0051474334,0.9308575,0.35231695,1.1826817,-0.50432026,-0.8140506,0.23141156,-1.1431645,0.47095975,-1.303381,-0.2418084,1.5247998,0.7416608,-0.15685506,-0.5256368,-0.16405274,-0.2980765,-0.24980003
-0.15322264,0.0042012203,-0.047071557,0.02908546,0.07239958,0.033063628,0.08277206,0.010762151,0.08479058,0.20674245,0.046408113,-0.13727494,0.03814833,-0.15819663,-0.07932114,-0.05792386,0.012041858,-0.15408812,0.058002703,-0.047967732,-0.050514903,0.041004516,-0.030128121,0.038003247,-0.06281074,-0.011077586,-0.17642358,0.051729582,0.101735435,-0.048381668,0.18396676,0.095625415,0.16411489,0.14428492,0.0037225175,-0.009919119,0.051652126,-0.047431897,-0.008643468,0.0941018,0.13513039,0.009925088,0.1263509,-0.0303735,-0.086604916,0.042673685,0.029226847,-0.025097668,0.00035511976,0.06962435,-0.12468345,-0.1158035,0.032731194,-0.12758766,0.05256038,-0.12348241,0.02533766,0.09977479,0.023424504,0.06926716,0.061874833,-0.0799057,-0.02463298,-0.0785775
