-0.9013311,-1.0105367,-1.0483944,-0.17347045,0.73807037,0.29403976,0.027666595,0.63549817,-0.25164905,-0.96062493,0.15407428,-1.3471639,1.398134,0.054631714,-0.7986035,-1.5512327,1.1314733,-0.74131167,0.14342146,-2.299452,-1.7807704,2.152721,0.9726883,1.0584451,1.0416671,0.20194519,-1.0097433,1.056039,-0.48773813,-0.3374091,1.9442476,3.1854079
0.095885605,-1.1482348,-0.8712041,0.5916219,0.53895056,0.5666747,0.47101226,-0.79514873,0.32894996,0.25821877,1.2601019,-0.34025523,-0.63538563,0.6566288,-0.90414023,0.15999421,-0.33793804,-0.690806,0.039417427,-0.429299,0.078688204,1.6668214,0.4901484,0.0341193,-0.3037219,0.8992087,-1.0285116,-0.4073884,1.3096358,0.13435996,0.08714018,-0.6811805
0.40382764,-0.1480278,-1.1283314,1.5016704,0.75396156,0.23546202,0.66672015,-1.8246578,0.24281853,0.15819235,1.4955391,-0.11554495,-0.1691274,1.1196226,-1.5923349,-0.82437795,-0.03113758,-1.0652189,0.7807456,-1.5686226,-0.7004664,-0.24428874,-0.53511655,-0.13573161,0.16184051,0.30418873,-1.7850024,-1.1128049,1.0960299,0.81790286,0.37372804,0.7024294
0.4445388,-1.9637319,-1.3359323,-0.83485574,0.03935804,1.9724467,-1.4123963,-1.3084818,1.1914301,0.17567614,0.38319242,-0.82098365,0.018315438,-0.63809896,-1.1690284,-0.23570181,0.9715369,-0.88206583,0.7064344,-1.7517213,-0.8893795,0.45828125,1.0123515,0.9441811,1.5472621,-0.51817155,-0.12354809,2.5301044,0.80361784,1.5161691,2.6535447,-0.19711514
0.10160201,-0.97962314,-1.1135042,1.2591596,0.22459872,0.9715591,0.66132015,0.7272068,-0.19931208,0.43333548,0.06516298,-0.58204204,0.14273547,-0.35254678,-0.59567404,-0.43998313,1.5189973,-0.85175186,0.39698446,-0.057884637,-0.13580354,0.48838362,0.26250082,-0.025397604,-0.008467311,-0.90276456,-0.75445837,0.031353023,0.73559505,0.44761983,0.337411,0.59563905
-0.02464091,-0.6189188,-2.9106443,0.5499512,1.5531819,0.74480593,-0.24939099,-1.4038831,2.1587331,0.11663259,-0.35352167,-0.71306914,0.2050588,0.7234882,-0.7544438,-0.16551283,0.42171738,-2.083557,0.14999753,-1.9900229,-1.2218087,0.75252795,0.22664855,1.6485802,-0.39316887,0.12655024,-0.9949207,0.083505794,0.038463634,-0.037858445,-0.49801555,0.79891735
-0.38369426,-0.43668887,-0.53629375,-0.761861,3.4907393,0.9168724,0.62759596,-0.019447647,0.15940551,2.2546327,-0.3984544,-2.5578406,2.1079035,0.5093672,-1.49536,0.093126394,0.22825783,-1.4650251,0.58248395,0.20075935,-1.2255598,0.592023,1.0463008,0.11176778,0.89919186,-1.9436578,-0.8870192,-1.6084598,1.1336964,0.756255,-0.5007255,2.241251
0.28768983,0.62769735,-1.2577379,-0.15891518,2.5252204,2.0315752,2.1178365,-0.5265344,1.0001577,0.5884603,-1.359392,-3.4761248,1.7534549,0.3900645,-1.3921821,-0.32710725,0.3400609,-1.0601289,0.024237156,0.6105588,0.66623956,1.3965336,1.4465333,1.2496238,-0.18036832,-0.45266947,1.1281096,0.5078485,1.4447415,1.1481172,0.86193544,2.203336
-0.020172851,-0.7454182,-2.8576722,0.5288194,1.543163,0.6976085,-0.18160124,-1.4521666,2.1334395,0.22623001,-0.36105818,-0.7897954,0.2039647,0.7461202,-0.81966573,-0.19141133,0.4258144,-2.0646927,0.08495452,-1.9175515,-1.0493323,0.8220366,0.20473003,1.6041862,-0.46936482,0.094231345,-1.0584958,0.1333216,-0.10119125,-0.026489729,-0.44260466,0.84858495
-0.17259586,-0.15817268,-0.21806239,0.06385978,0.15804245,0.025937682,0.051844943,-0.1150085,0.17369731,0.21456346,-0.0010286978,-0.18101557,0.04294898,-0.12412716,-0.182397,-0.07475253,-0.17395349,-0.12425061,0.057010345,-0.09802897,-0.053568732,0.04352551,0.08999206,0.054532465,-0.045142088,-0.009109299,-0.08766205,0.021733427,0.14695913,0.087998316,0.13656537,0.108405486
